date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:47	24565/24565	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225ff5-1947ecf4a0d%22	https://dev.invite-captcha.surf/assets/favicon.ico	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/favicon.ico	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:47	70302/70302	---MCZ	200	added ('OK')	text/css	etag:W/%221129e-19dc0649484%22	https://dev.invite-captcha.surf/assets/66257.8b0038a835cd3d10.css	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/66257.8b0038a835cd3d10.css	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:47	1343519/1343519	---MCZ	200	added ('OK')	text/css	etag:W/%2214801f-19dc06494e8%22	https://dev.invite-captcha.surf/assets/72667.d8bf600441cd0b25.css	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/72667.d8bf600441cd0b25.css	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:48	36413/36413	---MCZ	200	added ('OK')	text/css	etag:W/%228e3d-19dc06494b5%22	https://dev.invite-captcha.surf/assets/82749.b74387629a592491.css	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/82749.b74387629a592491.css	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:48	34041/34041	---MCZ	200	added ('OK')	text/css	etag:W/%2284f9-19dc06494c4%22	https://dev.invite-captcha.surf/assets/98298.0a9d4ec7d9bb93fe.css	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/98298.0a9d4ec7d9bb93fe.css	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:48	22763/22763	---MCZ	200	added ('OK')	text/css	etag:W/%2258eb-19dc06494c4%22	https://dev.invite-captcha.surf/assets/96888.d904648f7187d935.css	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/96888.d904648f7187d935.css	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:49	75882/75882	---MCZ	200	added ('OK')	text/css	etag:W/%221286a-19dc0649484%22	https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/web.963868d2501da9b6.css	(from https://dev.invite-captcha.surf/login?redirect_to=%2Foauth2%2Fauthorize%3Fclient_id%3D720351927581278219%26redirect_uri%3Dhttps%253A%252F%252Finvite-tracker.com%252F%26response_type%3Dcode%26scope%3Didentify%2520guilds%2520guilds.members.read%2520role_connections.write%26state%3D%3D%3DQOKNFVQlzaVdXSUpESGBjVUpUaPlWVXJGa10WSzFkaOdXUq5kMNpWTzEFRPNTRq9UaNhlW5x2RjRjVtl0cJNkT3VFVNd3aq5EMFRlT6NmaNhXRU1EeVRVTp9maJtGbFRWdWdVYz5UbJNXSp5UeNpXT5tmaNJTSE1keJRlTzElaOhXVU1UavpWSrxWRaNHbXRmbKlXZ)
14:21:49	4804/4804	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2212c4-1957c5f909e%22	https://dev.invite-captcha.surf/assets/bbbc3d376d38e7bc.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/bbbc3d376d38e7bc.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
14:21:49	4807/4807	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2212c7-1957fea745e%22	https://dev.invite-captcha.surf/assets/34120ace1e4e4d29.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/34120ace1e4e4d29.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
14:21:49	3329/3329	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d01-19592543284%22	https://dev.invite-captcha.surf/assets/6410595f71273140.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/6410595f71273140.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
14:21:49	496/496	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f0-1954773ae98%22	https://dev.invite-captcha.surf/assets/8fb262894795f907.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/8fb262894795f907.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
14:21:50	496/496	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f0-19592543658%22	https://dev.invite-captcha.surf/assets/b02f7cfc8ed3b51a.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/b02f7cfc8ed3b51a.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
14:21:50	390/390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22186-19c661d21b3%22	https://dev.invite-captcha.surf/assets/a90b040155ee449f.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/a90b040155ee449f.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
14:21:50	354/354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22162-1978a6414e6%22	https://dev.invite-captcha.surf/assets/ed4c6d51411aad5e.svg	C:/My%20Web%20Sites/discord.com/dev.invite-captcha.surf/assets/ed4c6d51411aad5e.svg	(from https://dev.invite-captcha.surf/assets/web.963868d2501da9b6.css)
